crop,soil_moisture,temperature,humidity,nitrogen,phosphorus,potassium,ph,action
Potato,43.8,21.32,67.36,65.22,51.26,112.33,5.95,Monitor
Potato,56.49,19.81,67.73,79.75,54.46,116.43,5.54,Optimal
Tomato,92.2,25.12,87.1,94.97,58.22,107.93,6.52,Harvest
Maize,33.4,29.49,44.0,91.72,53.51,91.54,6.53,Irrigate
Potato,60.27,20.15,73.17,80.93,54.41,118.82,5.96,Optimal
Maize,58.85,47.5,86.2,102.45,51.88,87.92,6.19,Apply Pesticide
Wheat,44.95,21.28,63.62,64.92,38.74,69.37,6.57,Optimal
Wheat,46.13,37.2,92.2,73.16,37.37,65.29,6.65,Apply Pesticide
Potato,49.0,20.39,70.08,70.74,48.63,98.54,5.37,Monitor
Tomato,88.7,24.66,95.4,98.33,54.22,106.07,6.64,Harvest
Tomato,57.31,26.36,68.29,84.73,47.01,102.18,6.62,Optimal
Cotton,40.43,31.49,57.53,56.45,37.0,69.81,6.7,Optimal
Rice,65.58,27.68,84.12,78.47,46.98,85.95,6.1,Optimal
Tomato,52.7,26.39,70.34,70.77,45.36,91.3,6.79,Monitor
Cotton,32.8,33.43,52.87,53.11,29.53,62.99,7.28,Monitor
Maize,56.25,40.6,79.9,89.83,48.01,93.61,6.23,Apply Pesticide
Wheat,66.8,19.76,86.0,78.97,43.07,77.23,6.82,Harvest
Potato,22.3,20.78,40.1,74.2,57.13,118.78,5.93,Irrigate
Cotton,18.9,30.94,31.3,60.88,37.72,65.4,6.69,Irrigate
Sugarcane,64.62,43.5,90.1,108.24,45.96,108.49,6.66,Apply Pesticide
Rice,56.3,29.51,79.03,74.03,40.8,70.28,6.28,Monitor
Wheat,41.42,35.1,82.2,65.72,39.65,72.64,7.0,Apply Pesticide
Sugarcane,69.86,30.6,78.31,12.5,47.02,101.41,6.64,Fertilize
Potato,59.48,20.15,64.76,76.24,57.66,112.43,5.94,Optimal
Soybean,50.09,26.93,67.84,42.81,45.56,83.04,6.71,Optimal
Sugarcane,10.6,32.25,28.0,104.76,44.74,108.6,6.82,Irrigate
Potato,61.43,37.0,89.8,85.43,56.0,118.89,5.57,Apply Pesticide
Sugarcane,12.5,30.56,20.3,99.53,47.64,105.38,6.54,Irrigate
Rice,94.1,26.66,97.0,85.61,48.11,82.76,6.16,Harvest
Soybean,81.1,22.82,86.1,43.04,49.57,89.99,6.35,Harvest
Wheat,42.91,19.47,61.58,23.5,39.75,74.48,6.6,Fertilize
Tomato,43.7,27.57,66.97,71.03,42.86,81.67,6.63,Monitor
Cotton,38.53,43.0,80.6,58.83,33.02,73.75,7.09,Apply Pesticide
Cotton,39.5,31.12,51.0,25.5,37.4,73.51,6.68,Fertilize
Maize,47.2,27.83,58.04,85.47,47.65,89.11,6.29,Monitor
Maize,43.5,28.15,60.58,78.09,42.39,82.62,6.68,Monitor
Potato,48.7,20.58,63.15,69.98,52.83,104.25,5.91,Monitor
Tomato,59.66,24.73,73.09,79.52,4.4,88.68,6.24,Fertilize
Wheat,44.68,33.3,75.7,69.0,40.09,65.13,6.76,Apply Pesticide
Rice,68.52,25.13,73.93,75.33,48.33,80.63,6.48,Optimal
Wheat,9.5,21.09,39.8,65.31,42.49,70.88,6.99,Irrigate
Soybean,10.0,27.22,21.0,36.87,45.32,80.38,6.56,Irrigate
Rice,69.21,36.1,96.8,81.32,42.86,85.37,6.46,Apply Pesticide
Cotton,41.4,32.35,52.16,58.76,37.32,72.67,7.04,Optimal
Potato,40.4,21.1,31.2,83.39,50.71,108.35,5.65,Irrigate
Maize,21.7,30.04,22.2,95.2,47.16,90.56,6.54,Irrigate
Sugarcane,90.4,31.28,96.5,121.25,46.56,121.08,6.71,Harvest
Potato,44.4,20.87,64.61,66.07,46.3,110.33,5.56,Monitor
Potato,56.4,20.32,68.94,83.74,12.5,112.36,5.8,Fertilize
Maize,31.0,28.93,29.1,94.21,53.22,85.46,6.56,Irrigate
Rice,58.6,27.09,72.28,75.4,42.27,77.59,6.14,Monitor
Wheat,46.15,37.6,90.8,66.76,39.79,75.38,6.78,Apply Pesticide
Cotton,37.52,32.23,51.33,56.69,35.7,69.31,6.93,Optimal
Cotton,39.16,44.0,78.5,62.05,36.86,73.59,7.04,Apply Pesticide
Potato,59.4,32.4,87.7,84.84,53.22,118.71,5.66,Apply Pesticide
Soybean,46.69,26.06,64.47,6.2,46.97,80.89,6.63,Fertilize
Maize,59.0,26.2,67.61,22.0,51.8,88.18,6.29,Fertilize
Cotton,41.32,29.0,50.62,27.5,33.68,67.56,7.03,Fertilize
Tomato,58.95,24.74,70.3,82.48,46.66,98.98,6.37,Optimal
Sugarcane,19.0,33.1,21.2,98.48,47.18,104.89,6.52,Irrigate
Wheat,66.3,19.87,82.1,86.71,47.2,75.93,6.81,Harvest
Potato,84.6,18.84,97.9,95.46,60.87,120.73,5.6,Harvest
Tomato,48.8,25.6,70.54,72.6,46.65,92.4,6.59,Monitor
Tomato,45.9,26.08,70.17,76.65,47.76,90.68,6.42,Monitor
Soybean,37.4,24.43,60.28,32.5,37.73,69.08,6.63,Monitor
Maize,56.14,42.6,92.0,100.15,52.4,86.58,6.36,Apply Pesticide
Potato,34.1,20.84,40.5,83.12,54.91,115.26,5.81,Irrigate
Tomato,63.82,41.0,86.5,82.97,46.26,97.15,6.43,Apply Pesticide
Tomato,22.3,26.55,24.3,91.36,50.92,89.35,6.43,Irrigate
Soybean,48.72,25.91,67.09,38.38,9.2,84.11,6.5,Fertilize
Wheat,42.03,35.6,87.8,71.65,41.21,72.88,6.59,Apply Pesticide
Cotton,20.3,34.17,23.8,57.51,33.21,71.47,6.84,Irrigate
Soybean,53.13,26.66,69.28,5.7,48.21,76.45,6.69,Fertilize
Cotton,38.88,47.3,83.7,64.49,33.7,70.79,6.83,Apply Pesticide
Cotton,29.8,30.57,55.94,53.38,29.15,60.18,7.19,Monitor
Wheat,42.53,18.63,55.29,67.83,39.31,67.1,6.51,Optimal
Wheat,31.5,21.05,55.53,59.16,36.85,67.1,6.72,Monitor
Maize,53.72,25.54,61.83,101.05,51.6,94.18,6.21,Optimal
Rice,72.87,44.1,94.0,80.02,46.47,75.59,6.32,Apply Pesticide
Wheat,68.1,18.08,77.3,75.26,42.96,76.5,6.97,Harvest
Cotton,21.5,34.64,36.9,63.42,32.28,64.47,6.71,Irrigate
Sugarcane,55.6,31.98,70.58,90.63,37.85,98.73,7.08,Monitor
Sugarcane,65.9,30.63,78.23,100.82,47.14,99.16,6.6,Optimal
Rice,71.13,28.05,80.08,81.72,41.91,76.86,6.18,Optimal
Sugarcane,65.74,32.4,70.89,111.92,17.4,105.57,6.57,Fertilize
Cotton,21.5,34.5,29.9,59.38,33.01,67.81,6.87,Irrigate
Maize,75.8,26.18,89.9,105.5,59.77,105.57,6.43,Harvest
Soybean,52.4,25.0,69.13,41.86,45.4,83.72,6.29,Optimal
Potato,46.6,21.26,70.4,70.36,52.17,103.6,6.03,Monitor
Tomato,81.8,24.18,86.3,94.47,57.53,103.88,6.53,Harvest
Wheat,45.75,30.9,75.4,74.45,40.22,65.91,6.51,Apply Pesticide
Rice,53.2,27.2,72.98,66.14,39.08,68.34,6.4,Monitor
Maize,26.2,26.7,34.8,101.94,52.36,87.78,6.21,Irrigate
Soybean,47.25,26.23,67.93,42.97,42.02,76.66,6.67,Optimal
Wheat,32.6,21.56,55.04,60.43,35.81,62.32,6.65,Monitor
Cotton,40.46,49.5,76.0,60.23,34.06,69.79,6.71,Apply Pesticide
Cotton,37.01,30.42,53.74,62.72,34.63,73.24,6.97,Optimal
Rice,92.9,26.36,95.3,85.81,49.74,94.24,6.36,Harvest
Rice,70.5,26.01,82.59,33.3,48.52,76.99,6.34,Fertilize
Tomato,90.4,23.31,94.9,98.48,56.59,98.48,6.62,Harvest
Maize,56.86,26.29,61.75,99.56,49.34,96.0,6.17,Optimal
Rice,59.5,29.37,83.09,76.0,39.09,74.49,6.21,Monitor
Maize,79.7,26.61,88.2,111.7,60.13,101.46,6.32,Harvest
Maize,39.0,27.84,62.77,79.59,42.0,76.47,6.61,Monitor
Potato,61.33,21.04,69.51,84.41,52.16,116.71,5.69,Optimal
Maize,45.7,28.02,61.56,80.63,43.09,88.26,6.24,Monitor
Rice,69.96,26.07,75.31,81.66,41.79,83.18,6.16,Optimal
Tomato,56.8,26.38,65.56,33.6,47.66,97.16,6.3,Fertilize
Potato,55.87,21.07,68.36,32.4,56.17,117.51,5.63,Fertilize
Cotton,16.2,34.35,35.2,64.74,34.63,67.89,6.74,Irrigate
Rice,25.0,29.07,31.1,81.9,41.84,84.02,6.47,Irrigate
Wheat,34.0,20.91,53.66,60.05,38.7,64.97,7.1,Monitor
Tomato,64.58,23.56,66.18,30.4,49.86,89.71,6.55,Fertilize
Cotton,41.43,43.5,73.1,58.52,37.77,74.21,7.0,Apply Pesticide
Tomato,86.5,23.31,90.5,97.01,52.87,99.07,6.59,Harvest
Tomato,51.1,25.96,65.59,74.55,45.24,85.49,6.34,Monitor
Maize,51.97,28.92,67.11,56.7,49.71,93.2,6.41,Fertilize
Tomato,89.8,23.41,93.1,102.4,52.45,107.47,6.74,Harvest
Rice,53.8,27.14,83.29,65.7,41.43,79.16,6.63,Monitor
Sugarcane,61.66,44.4,91.7,111.75,45.91,106.48,6.99,Apply Pesticide
Cotton,15.2,30.77,44.5,58.82,33.97,75.39,7.11,Irrigate
Maize,39.8,28.59,58.78,77.55,44.74,77.57,6.25,Monitor
Cotton,40.22,51.8,81.3,57.08,36.01,73.54,6.9,Apply Pesticide
Sugarcane,62.04,32.43,79.33,100.59,7.2,103.11,6.57,Fertilize
Tomato,85.9,23.71,95.5,96.19,55.54,106.64,6.61,Harvest
Wheat,68.8,20.02,78.8,80.5,47.07,72.77,7.01,Harvest
Potato,44.0,21.34,72.01,74.62,47.65,113.71,5.99,Monitor
Soybean,50.39,24.74,69.53,42.0,42.1,84.59,6.32,Optimal
Maize,20.3,27.42,30.1,90.77,47.09,86.24,6.59,Irrigate
Soybean,47.65,40.0,86.7,42.53,45.7,75.94,6.49,Apply Pesticide
Sugarcane,70.1,47.1,96.9,106.88,42.36,110.28,6.78,Apply Pesticide
Tomato,22.5,27.96,38.5,82.23,48.73,89.51,6.44,Irrigate
Maize,57.81,29.2,66.29,87.93,49.85,95.54,6.51,Optimal
Sugarcane,60.46,29.17,76.61,106.22,43.77,105.22,6.85,Optimal
Wheat,46.03,38.8,77.6,67.72,39.12,68.06,6.62,Apply Pesticide
Cotton,40.54,30.3,53.03,23.7,37.16,72.01,6.86,Fertilize
Cotton,68.5,32.51,77.2,70.17,38.18,78.18,6.97,Harvest
Rice,14.0,30.4,28.2,82.08,46.81,83.99,6.47,Irrigate
Potato,57.58,33.2,96.3,84.2,53.04,112.46,5.8,Apply Pesticide
Potato,60.65,20.28,75.55,43.6,56.18,115.26,5.61,Fertilize
Soybean,27.4,27.16,22.7,41.48,45.7,75.8,6.67,Irrigate
Soybean,15.7,25.92,24.4,39.8,46.48,79.19,6.36,Irrigate
Sugarcane,88.0,30.86,101.4,116.58,49.18,121.01,6.68,Harvest
Cotton,30.5,34.73,50.06,53.4,29.4,59.52,6.87,Monitor
Wheat,45.32,21.51,58.26,66.2,40.07,68.74,6.57,Optimal
Wheat,30.1,21.25,58.62,56.85,37.41,61.19,7.01,Monitor
Tomato,52.3,27.08,67.19,80.11,43.79,81.65,6.37,Monitor
Potato,58.47,33.1,84.4,82.41,51.71,121.96,5.71,Apply Pesticide
Maize,45.0,29.37,60.56,77.1,46.4,88.22,6.64,Monitor
Tomato,29.6,27.28,42.0,79.66,50.52,100.53,6.71,Irrigate
Potato,78.7,20.92,90.0,90.13,60.59,132.1,5.82,Harvest
Maize,36.0,30.0,29.7,100.55,53.0,95.91,6.47,Irrigate
Maize,77.4,28.14,89.6,115.97,56.8,97.98,6.28,Harvest
Soybean,76.6,26.02,81.4,43.09,51.75,94.45,6.25,Harvest
Wheat,29.6,21.32,58.5,59.57,34.14,61.08,7.04,Monitor
Sugarcane,64.5,32.56,69.97,21.9,46.02,112.45,6.82,Fertilize
Maize,13.1,27.09,28.7,92.62,52.61,86.05,6.19,Irrigate
Potato,87.0,18.85,85.4,85.48,63.88,127.4,5.58,Harvest
Wheat,79.5,18.47,82.5,75.13,42.78,80.24,6.64,Harvest
Sugarcane,63.52,30.48,71.41,97.17,48.44,109.25,6.98,Optimal
Cotton,18.7,31.42,30.4,63.35,34.76,71.81,6.79,Irrigate
Sugarcane,86.8,32.05,102.3,124.73,46.95,117.87,6.88,Harvest
Wheat,47.37,21.36,61.3,65.59,42.53,73.28,6.89,Optimal
Wheat,64.4,19.79,86.3,84.86,43.89,80.02,6.71,Harvest
Tomato,55.46,40.0,95.1,84.15,46.49,93.22,6.38,Apply Pesticide
Rice,72.64,29.15,85.54,81.82,44.43,81.74,6.39,Optimal
Soybean,48.27,24.93,65.07,5.5,46.21,80.21,6.51,Fertilize
Rice,55.6,26.52,81.13,72.49,41.67,74.22,6.3,Monitor
Potato,84.6,18.01,89.5,97.43,62.21,129.36,5.64,Harvest
Cotton,69.9,32.76,76.4,67.99,42.17,81.04,7.14,Harvest
Cotton,43.2,30.3,52.93,56.83,33.72,70.84,7.16,Optimal
Maize,54.38,25.53,65.77,101.97,46.12,86.26,6.31,Optimal
Potato,57.04,18.73,64.58,83.21,29.6,122.26,5.81,Fertilize
Sugarcane,63.95,29.35,80.29,100.97,45.47,102.86,6.63,Optimal
Tomato,92.9,25.07,95.6,90.13,52.29,109.68,6.48,Harvest
Soybean,77.9,25.12,91.8,43.87,48.62,91.05,6.35,Harvest
Sugarcane,54.6,33.82,77.19,91.76,41.87,90.19,6.97,Monitor
Soybean,15.4,26.42,36.2,40.13,42.94,81.04,6.37,Irrigate
Tomato,61.9,34.8,88.8,88.52,49.54,90.59,6.32,Apply Pesticide
Wheat,43.53,30.7,84.9,73.33,38.98,74.55,6.77,Apply Pesticide
Potato,62.82,21.3,68.24,46.0,51.76,121.96,5.62,Fertilize
Maize,52.55,28.45,61.67,93.47,48.34,85.23,6.44,Optimal
Maize,56.69,26.89,68.16,44.1,52.33,92.03,6.34,Fertilize
Wheat,75.2,19.89,77.4,75.5,45.95,79.17,6.68,Harvest
Potato,60.42,38.2,93.4,79.39,57.14,123.61,5.78,Apply Pesticide
Sugarcane,14.4,35.5,20.1,100.51,46.27,110.94,7.02,Irrigate
Cotton,58.3,31.28,71.0,72.9,42.13,75.87,7.1,Harvest
Soybean,12.3,24.92,34.8,38.96,46.13,76.96,6.46,Irrigate
Potato,78.2,20.62,88.7,92.74,60.29,119.91,5.8,Harvest
Wheat,33.6,21.38,54.3,61.76,36.68,62.29,7.11,Monitor
Potato,43.6,20.58,63.85,66.37,49.06,112.15,5.64,Monitor
Maize,19.0,30.17,23.4,92.05,50.87,88.85,6.63,Irrigate
Potato,57.0,30.1,97.0,83.42,51.08,108.96,5.84,Apply Pesticide
Sugarcane,54.3,33.06,67.33,98.89,41.42,88.97,7.12,Monitor
Maize,29.6,27.6,28.4,93.67,50.76,95.05,6.27,Irrigate
Sugarcane,67.3,33.9,74.37,102.48,7.8,97.44,6.58,Fertilize
Soybean,10.0,27.22,27.6,38.78,46.01,82.13,6.49,Irrigate
Potato,59.34,29.5,85.1,79.06,57.6,108.42,5.57,Apply Pesticide
Soybean,69.1,23.27,91.0,45.24,53.51,84.38,6.54,Harvest
Potato,61.09,20.29,65.89,37.6,52.39,106.57,5.59,Fertilize
Maize,40.2,29.87,59.58,81.32,45.66,85.94,6.21,Monitor
Wheat,29.9,21.96,57.34,58.77,37.11,61.77,7.1,Monitor
Cotton,39.2,31.47,54.19,16.2,32.29,73.53,6.81,Fertilize
Potato,45.3,21.82,69.42,65.27,52.79,113.11,5.79,Monitor
Potato,79.4,17.86,96.3,94.06,58.35,134.64,5.85,Harvest
Rice,89.5,27.64,104.5,93.63,52.98,86.65,6.11,Harvest
Soybean,18.0,24.56,41.2,37.89,46.25,77.95,6.69,Irrigate
Rice,62.0,25.66,80.07,75.52,41.84,79.42,6.4,Monitor
Cotton,62.1,30.02,80.2,66.37,41.81,81.18,7.12,Harvest
Cotton,28.2,33.87,56.34,56.6,29.99,63.8,7.24,Monitor
Rice,100.9,25.05,97.9,87.02,49.37,92.89,6.41,Harvest
Potato,47.8,20.01,65.16,67.08,46.26,103.74,5.93,Monitor
Cotton,37.2,42.2,96.0,59.43,35.63,72.84,7.03,Apply Pesticide
Maize,59.34,29.13,64.11,45.2,49.77,86.16,6.27,Fertilize
Soybean,47.26,23.65,69.51,39.13,6.7,75.79,6.59,Fertilize
Rice,73.05,24.96,74.43,79.54,47.95,80.5,6.25,Optimal
Cotton,74.2,28.58,75.5,69.82,41.81,74.12,6.66,Harvest
Tomato,93.5,24.89,85.6,97.23,51.71,112.35,6.59,Harvest
Tomato,47.0,24.47,70.62,79.15,43.89,81.28,6.6,Monitor
Wheat,78.8,18.19,81.7,78.8,48.31,81.46,6.72,Harvest
Potato,10.9,19.47,43.5,75.96,55.82,115.71,5.65,Irrigate
Rice,60.6,27.74,73.89,66.17,39.5,69.33,6.65,Monitor
Soybean,51.53,24.7,65.3,37.53,18.8,77.7,6.4,Fertilize
Soybean,37.0,27.5,66.44,36.62,40.1,72.59,6.42,Monitor
Tomato,50.5,25.02,70.62,69.68,45.11,82.94,6.69,Monitor
Rice,53.3,29.92,74.15,70.09,37.66,73.86,6.15,Monitor
Wheat,14.2,19.85,37.7,70.44,42.27,65.31,6.94,Irrigate
Wheat,47.01,20.55,62.22,73.49,41.81,72.04,6.72,Optimal
Rice,67.5,27.4,85.28,76.3,45.89,81.68,6.37,Optimal
Tomato,13.2,25.71,37.8,88.14,50.62,99.35,6.61,Irrigate
Cotton,41.6,30.72,54.69,60.87,32.61,72.37,6.91,Optimal
Maize,56.78,42.0,83.5,98.87,51.87,84.94,6.32,Apply Pesticide
Cotton,39.68,31.99,58.29,58.16,32.21,75.31,6.64,Optimal
Potato,63.32,20.21,73.22,78.08,50.9,108.57,5.6,Optimal
Cotton,37.8,47.1,70.3,57.08,32.96,64.85,7.16,Apply Pesticide
Tomato,85.7,25.91,86.3,100.07,58.73,98.15,6.58,Harvest
Wheat,42.56,30.6,95.8,70.11,37.99,69.87,6.9,Apply Pesticide
Maize,56.42,44.1,81.3,95.64,53.19,87.7,6.65,Apply Pesticide
Sugarcane,69.1,31.97,78.02,25.0,45.16,105.07,6.86,Fertilize
Tomato,80.1,24.2,96.6,94.22,54.44,108.14,6.42,Harvest
Maize,27.3,29.47,24.8,92.84,51.79,83.04,6.47,Irrigate
Maize,46.3,26.12,60.59,82.1,42.81,84.18,6.45,Monitor
Maize,57.63,40.6,92.4,89.65,49.03,84.87,6.28,Apply Pesticide
Maize,34.9,29.21,31.0,91.2,47.07,88.6,6.62,Irrigate
Potato,84.8,18.26,97.9,93.05,62.33,119.33,5.83,Harvest
Wheat,36.2,19.49,55.38,58.46,33.63,68.05,6.81,Monitor
Rice,73.3,24.99,81.06,86.34,47.56,80.27,6.03,Optimal
Maize,44.2,26.12,64.62,86.4,46.6,83.64,6.56,Monitor
Rice,104.1,25.76,97.8,90.14,49.05,83.44,6.3,Harvest
Tomato,60.08,43.2,84.9,87.0,46.11,89.68,6.4,Apply Pesticide
Tomato,47.3,26.26,71.69,73.33,42.7,80.84,6.46,Monitor
Sugarcane,56.1,32.13,68.57,92.23,39.45,96.63,6.66,Monitor
Wheat,43.4,18.4,63.51,73.61,37.59,68.59,6.84,Optimal
Cotton,37.68,45.8,78.5,63.38,35.4,66.49,6.64,Apply Pesticide
Potato,89.8,20.37,85.8,96.64,64.49,119.11,5.65,Harvest
Soybean,46.73,24.94,68.75,42.62,45.31,82.55,6.56,Optimal
Soybean,49.28,35.5,82.9,37.98,46.49,84.44,6.36,Apply Pesticide
Wheat,47.01,20.46,64.21,37.4,42.86,73.63,6.86,Fertilize
Sugarcane,25.3,34.23,42.1,111.87,44.94,102.57,6.97,Irrigate
Cotton,59.8,32.85,78.9,63.69,39.05,74.09,6.92,Harvest
Potato,64.55,18.76,74.65,78.46,55.07,121.5,5.84,Optimal
Maize,56.63,28.9,62.57,100.87,49.02,95.08,6.39,Optimal
Potato,80.2,20.67,91.9,92.91,57.68,132.42,5.77,Harvest
Tomato,64.59,24.95,72.1,27.7,47.9,92.57,6.74,Fertilize
Rice,67.85,28.6,83.38,15.7,41.66,74.9,6.36,Fertilize
Rice,71.34,27.65,75.55,74.39,47.02,79.49,6.03,Optimal
Cotton,39.42,29.74,56.99,57.07,37.15,68.59,7.13,Optimal
Cotton,39.6,29.69,50.66,10.4,37.46,75.1,6.92,Fertilize
Rice,70.47,28.61,82.97,83.92,46.14,82.46,6.42,Optimal
Maize,50.85,26.57,61.14,45.0,50.03,85.76,6.53,Fertilize
Cotton,40.62,33.34,54.36,18.7,35.14,75.45,7.06,Fertilize
Rice,53.4,27.21,77.34,66.87,38.04,77.96,6.6,Monitor
Potato,52.7,19.43,68.15,65.84,46.52,109.34,6.04,Monitor
Rice,70.93,26.66,85.03,84.06,43.86,76.92,6.19,Optimal
Rice,66.43,28.34,75.33,79.6,20.8,75.98,6.49,Fertilize
Tomato,59.07,41.6,87.6,91.7,52.61,96.84,6.51,Apply Pesticide
Wheat,44.72,34.4,77.3,72.33,42.45,67.51,6.58,Apply Pesticide
Maize,51.59,28.16,62.28,96.34,22.0,91.11,6.36,Fertilize
Rice,69.86,24.99,74.4,85.2,42.4,80.41,6.21,Optimal
Tomato,22.9,26.97,31.5,89.38,49.3,98.86,6.73,Irrigate
Sugarcane,62.55,31.63,73.55,107.19,44.46,110.91,7.01,Optimal
Soybean,47.89,37.8,89.2,38.39,45.11,79.72,6.4,Apply Pesticide
Soybean,37.2,27.5,67.81,32.97,40.82,73.96,6.79,Monitor
Maize,9.3,26.98,32.1,99.55,51.02,84.31,6.6,Irrigate
Sugarcane,26.0,31.98,37.5,106.92,44.19,101.88,6.95,Irrigate
Sugarcane,60.22,33.8,79.73,27.8,43.63,106.9,6.81,Fertilize
Soybean,42.4,25.61,67.52,36.12,41.85,72.74,6.79,Monitor
Soybean,13.9,26.87,28.3,39.73,46.22,81.04,6.61,Irrigate
Tomato,90.7,22.52,89.8,95.83,56.82,99.69,6.6,Harvest
Potato,56.63,29.9,91.6,76.07,51.32,109.1,5.92,Apply Pesticide
Cotton,63.6,30.54,76.1,64.6,39.16,72.68,7.07,Harvest
Rice,74.45,27.67,84.89,79.81,13.3,85.36,6.45,Fertilize
Tomato,57.76,26.04,65.57,85.85,18.0,92.08,6.73,Fertilize
Sugarcane,41.9,32.5,20.2,98.98,43.65,99.79,6.64,Irrigate
Soybean,47.56,40.3,85.3,41.37,46.96,73.7,6.61,Apply Pesticide
Maize,50.66,39.8,92.7,87.91,49.2,97.0,6.55,Apply Pesticide
Maize,58.23,26.73,69.52,22.6,50.88,93.2,6.32,Fertilize
Tomato,49.6,24.24,72.66,72.85,45.65,81.96,6.12,Monitor
Sugarcane,64.52,46.4,95.6,108.28,48.04,112.37,6.65,Apply Pesticide
Rice,65.98,45.2,95.4,74.59,48.31,84.85,6.38,Apply Pesticide
Tomato,22.0,27.3,27.7,89.68,50.93,94.41,6.72,Irrigate
Potato,63.76,35.4,92.5,77.65,52.66,117.36,5.59,Apply Pesticide
Potato,25.1,19.75,31.4,81.79,58.69,114.85,5.77,Irrigate
Maize,52.36,48.3,91.9,101.05,52.79,92.93,6.27,Apply Pesticide
Potato,60.54,38.5,85.2,75.47,56.0,117.37,5.73,Apply Pesticide
Soybean,40.0,26.73,63.01,36.54,41.44,78.66,6.57,Monitor
Sugarcane,50.5,32.69,67.03,85.2,37.99,101.28,6.55,Monitor
Potato,62.58,20.86,72.74,31.9,52.32,116.63,5.55,Fertilize
Wheat,23.6,22.21,20.7,74.92,37.08,71.28,6.85,Irrigate
Cotton,70.0,32.87,71.1,67.55,39.15,75.93,6.88,Harvest
Rice,100.6,24.31,97.9,88.68,50.78,82.99,6.07,Harvest
Rice,68.93,25.81,76.89,25.6,44.04,85.3,6.18,Fertilize
Cotton,37.15,32.68,54.11,11.2,35.1,69.84,6.82,Fertilize
Tomato,55.98,23.05,73.01,38.3,50.07,99.79,6.65,Fertilize
Maize,75.2,26.64,87.4,105.82,53.5,92.36,6.16,Harvest
Cotton,19.6,31.09,29.6,55.68,36.17,70.04,7.12,Irrigate
Soybean,48.61,25.84,66.33,5.6,43.14,82.62,6.59,Fertilize
Rice,74.02,25.22,84.67,18.8,42.68,76.66,6.21,Fertilize
Potato,63.58,21.1,72.8,85.49,58.78,108.78,5.63,Optimal
Soybean,47.85,23.99,66.37,38.35,46.25,84.14,6.44,Optimal
Rice,26.2,26.26,26.8,85.83,48.27,78.11,6.02,Irrigate
Tomato,58.65,43.5,88.6,86.0,51.49,96.66,6.68,Apply Pesticide
Maize,85.6,27.55,85.5,102.05,51.62,96.93,6.19,Harvest
Rice,75.35,43.9,95.5,74.71,45.67,83.31,6.1,Apply Pesticide
Cotton,37.04,46.8,91.9,60.3,32.58,73.08,7.14,Apply Pesticide
Sugarcane,55.4,33.45,76.64,99.14,42.79,103.37,6.36,Monitor
Sugarcane,16.4,31.02,43.4,98.8,43.29,102.23,6.82,Irrigate
Tomato,92.2,23.65,87.0,92.61,54.76,100.45,6.67,Harvest
Tomato,63.15,34.2,92.0,89.28,49.61,90.31,6.65,Apply Pesticide
Rice,73.31,26.01,79.22,74.6,41.58,85.92,6.42,Optimal
Wheat,68.7,18.94,79.0,86.67,47.9,77.92,7.01,Harvest
Tomato,56.81,26.32,72.32,85.17,49.98,97.9,6.59,Optimal
Maize,42.2,27.84,65.07,89.62,47.72,77.75,6.52,Monitor
Soybean,50.39,38.5,93.7,37.52,41.41,84.11,6.35,Apply Pesticide
Wheat,45.97,33.2,83.8,70.52,39.08,73.28,6.82,Apply Pesticide
Wheat,18.2,21.21,37.5,75.56,37.02,65.13,6.52,Irrigate
Wheat,76.9,19.63,81.1,82.4,44.56,78.78,6.65,Harvest
Cotton,29.1,34.41,53.37,48.64,29.31,62.04,6.61,Monitor
Maize,58.07,29.5,68.75,97.7,47.6,83.85,6.17,Optimal
Potato,35.7,21.05,36.7,78.33,57.87,108.07,5.61,Irrigate
Cotton,59.6,32.76,76.1,64.75,38.17,75.45,6.81,Harvest
Cotton,41.5,31.92,50.81,59.06,32.5,65.33,6.65,Optimal
Sugarcane,12.9,31.05,27.4,103.36,46.32,113.15,6.96,Irrigate
Maize,73.4,25.48,87.7,103.55,58.79,97.55,6.46,Harvest
Wheat,45.58,35.5,81.9,73.02,37.63,70.8,6.63,Apply Pesticide
Wheat,21.8,19.8,24.1,66.22,42.5,65.25,6.91,Irrigate
Tomato,63.78,26.52,75.19,89.34,46.04,98.27,6.46,Optimal
Soybean,17.2,24.21,22.7,39.98,48.17,79.3,6.58,Irrigate
Cotton,16.1,35.55,23.3,62.49,35.42,73.87,7.08,Irrigate
Maize,22.2,27.81,20.3,95.14,49.81,87.76,6.44,Irrigate
Potato,32.5,20.92,40.0,80.31,55.13,117.73,5.89,Irrigate
Soybean,30.0,26.38,27.3,39.4,47.89,84.01,6.66,Irrigate
Wheat,79.8,19.4,81.7,74.53,48.07,72.99,6.77,Harvest
Potato,35.0,22.11,20.3,85.35,54.02,110.23,5.98,Irrigate
Maize,42.1,29.18,67.74,77.99,44.19,87.71,6.59,Monitor
Tomato,10.6,24.82,22.9,90.47,52.21,100.67,6.31,Irrigate
Rice,91.3,25.19,101.7,89.51,53.31,87.63,6.4,Harvest
Wheat,18.2,19.34,20.3,70.5,39.59,69.45,6.7,Irrigate
Soybean,39.5,25.68,59.44,35.05,43.24,78.03,6.17,Monitor
Potato,62.32,19.09,72.16,83.29,24.8,119.43,5.64,Fertilize
